"caseID","timeStamp","userID","targetApp","eventType","url","content","target.workbookName","target.sheetName","target.id","target.class","target.tagName","target.type","target.name","target.value","target.innerText","target.checked","target.href","target.option","target.title","target.innerHTML"
"21","2019-10-21T00:36:48.410Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","agomez@gmail.com","","","","","",""
"21","2019-10-21T00:37:21.355Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"31","2019-10-21T00:49:38.072Z","vleno","Excel","copyCell","","chsu@gmail.com","StudentRecords.xlsx","Sheet1","E32","","","","","chsu@gmail.com","","","","","",""
"31","2019-10-21T00:49:39.897Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","chsu@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"31","2019-10-21T00:49:40.161Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","chsu@gmail.com","","","","","",""
"31","2019-10-21T00:50:15.585Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"41","2019-10-21T01:03:00.714Z","vleno","Excel","copyCell","","jhanski@gmail.com","StudentRecords.xlsx","Sheet1","E42","","","","","jhanski@gmail.com","","","","","",""
"41","2019-10-21T01:03:02.281Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","jhanski@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"41","2019-10-21T01:03:02.546Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","jhanski@gmail.com","","","","","",""
"41","2019-10-21T01:03:40.080Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"12","2019-10-21T00:25:54.445Z","vleno","Excel","copyCell","","tklint@gmail.com","StudentRecords.xlsx","Sheet1","E13","","","","","tklint@gmail.com","","","","","",""
"12","2019-10-21T00:25:56.722Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","tklint@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"12","2019-10-21T00:25:56.961Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","tklint@gmail.com","","","","","",""
"12","2019-10-21T00:26:31.472Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"22","2019-10-21T00:38:06.853Z","vleno","Excel","copyCell","","scooper@gmail.com","StudentRecords.xlsx","Sheet1","E23","","","","","scooper@gmail.com","","","","","",""
"22","2019-10-21T00:38:08.273Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","scooper@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"22","2019-10-21T00:38:08.545Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","scooper@gmail.com","","","","","",""
"22","2019-10-21T00:38:43.467Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"32","2019-10-21T00:50:49.086Z","vleno","Excel","copyCell","","atsao@gmail.com","StudentRecords.xlsx","Sheet1","E33","","","","","atsao@gmail.com","","","","","",""
"32","2019-10-21T00:50:50.594Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","atsao@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"32","2019-10-21T00:50:50.849Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","atsao@gmail.com","","","","","",""
"32","2019-10-21T00:51:25.403Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"42","2019-10-21T01:04:14.097Z","vleno","Excel","copyCell","","hoszkar@gmail.com","StudentRecords.xlsx","Sheet1","E43","","","","","hoszkar@gmail.com","","","","","",""
"42","2019-10-21T01:04:19.168Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","hoszkar@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"42","2019-10-21T01:04:19.505Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","hoszkar@gmail.com","","","","","",""
"42","2019-10-21T01:05:05.297Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"13","2019-10-21T00:27:04.578Z","vleno","Excel","copyCell","","vleno@gmail.com","StudentRecords.xlsx","Sheet1","E14","","","","","vleno@gmail.com","","","","","",""
"13","2019-10-21T00:27:06.953Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","vleno@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"13","2019-10-21T00:27:07.297Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","vleno@gmail.com","","","","","",""
"13","2019-10-21T00:27:41.195Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"23","2019-10-21T00:39:18.208Z","vleno","Excel","copyCell","","omykolenchuk@gmail.com","StudentRecords.xlsx","Sheet1","E24","","","","","omykolenchuk@gmail.com","","","","","",""
"23","2019-10-21T00:39:21.953Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","omykolenchuk@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"23","2019-10-21T00:39:22.266Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","omykolenchuk@gmail.com","","","","","",""
"23","2019-10-21T00:40:09.069Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"33","2019-10-21T00:51:58.691Z","vleno","Excel","copyCell","","dwu@gmail.com","StudentRecords.xlsx","Sheet1","E34","","","","","dwu@gmail.com","","","","","",""
"33","2019-10-21T00:52:00.649Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","dwu@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"33","2019-10-21T00:52:00.905Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","dwu@gmail.com","","","","","",""
"33","2019-10-21T00:52:33.458Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"43","2019-10-21T01:05:40.305Z","vleno","Excel","copyCell","","hdiggle@gmail.com","StudentRecords.xlsx","Sheet1","E44","","","","","hdiggle@gmail.com","","","","","",""
"43","2019-10-21T01:05:43.473Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","hdiggle@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"43","2019-10-21T01:05:43.906Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","hdiggle@gmail.com","","","","","",""
"43","2019-10-21T01:06:15.953Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"14","2019-10-21T00:28:12.795Z","vleno","Excel","copyCell","","wmacdonald@gmail.com","StudentRecords.xlsx","Sheet1","E15","","","","","wmacdonald@gmail.com","","","","","",""
"14","2019-10-21T00:28:15.064Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","wmacdonald@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"14","2019-10-21T00:28:15.392Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","wmacdonald@gmail.com","","","","","",""
"14","2019-10-21T00:28:47.783Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"24","2019-10-21T00:40:48.595Z","vleno","Excel","copyCell","","sivdan@gmail.com","StudentRecords.xlsx","Sheet1","E25","","","","","sivdan@gmail.com","","","","","",""
"24","2019-10-21T00:40:50.049Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","sivdan@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"24","2019-10-21T00:40:50.337Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","sivdan@gmail.com","","","","","",""
"24","2019-10-21T00:41:23.268Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"34","2019-10-21T00:53:07.024Z","vleno","Excel","copyCell","","lkao@gmail.com","StudentRecords.xlsx","Sheet1","E35","","","","","lkao@gmail.com","","","","","",""
"34","2019-10-21T00:53:10.018Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","lkao@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"34","2019-10-21T00:53:10.290Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","lkao@gmail.com","","","","","",""
"34","2019-10-21T00:53:47.477Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"44","2019-10-21T01:06:51.387Z","vleno","Excel","copyCell","","dbrown@gmail.com","StudentRecords.xlsx","Sheet1","E45","","","","","dbrown@gmail.com","","","","","",""
"44","2019-10-21T01:06:53.066Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","dbrown@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"44","2019-10-21T01:06:53.338Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","dbrown@gmail.com","","","","","",""
"44","2019-10-21T01:07:25.224Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"15","2019-10-21T00:29:23.163Z","vleno","Excel","copyCell","","jcanales@gmail.com","StudentRecords.xlsx","Sheet1","E16","","","","","jcanales@gmail.com","","","","","",""
"15","2019-10-21T00:29:25.041Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","jcanales@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"15","2019-10-21T00:29:25.281Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","jcanales@gmail.com","","","","","",""
"15","2019-10-21T00:30:02.803Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"25","2019-10-21T00:41:58.716Z","vleno","Excel","copyCell","","bstones@gmail.com","StudentRecords.xlsx","Sheet1","E26","","","","","bstones@gmail.com","","","","","",""
"25","2019-10-21T00:42:01.192Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","bstones@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"25","2019-10-21T00:42:01.505Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","bstones@gmail.com","","","","","",""
"25","2019-10-21T00:42:34.634Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"35","2019-10-21T00:55:10.899Z","vleno","Excel","copyCell","","ayuriev@gmail.com","StudentRecords.xlsx","Sheet1","E36","","","","","ayuriev@gmail.com","","","","","",""
"35","2019-10-21T00:55:12.433Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","ayuriev@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"35","2019-10-21T00:55:12.730Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","ayuriev@gmail.com","","","","","",""
"35","2019-10-21T00:55:50.004Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"45","2019-10-21T01:07:57.439Z","vleno","Excel","copyCell","","skristensen@gmail.com","StudentRecords.xlsx","Sheet1","E46","","","","","skristensen@gmail.com","","","","","",""
"45","2019-10-21T01:07:58.841Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","skristensen@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"45","2019-10-21T01:07:59.162Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","skristensen@gmail.com","","","","","",""
"45","2019-10-21T01:08:28.911Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"16","2019-10-21T00:30:36.815Z","vleno","Excel","copyCell","","ttaylor@gmail.com","StudentRecords.xlsx","Sheet1","E17","","","","","ttaylor@gmail.com","","","","","",""
"16","2019-10-21T00:30:39.401Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","ttaylor@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"16","2019-10-21T00:30:39.681Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","ttaylor@gmail.com","","","","","",""
"16","2019-10-21T00:31:12.608Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"26","2019-10-21T00:43:09.804Z","vleno","Excel","copyCell","","binglis@gmail.com","StudentRecords.xlsx","Sheet1","E27","","","","","binglis@gmail.com","","","","","",""
"26","2019-10-21T00:43:11.937Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","binglis@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"26","2019-10-21T00:43:12.210Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","binglis@gmail.com","","","","","",""
"26","2019-10-21T00:43:47.095Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"36","2019-10-21T00:56:39.021Z","vleno","Excel","copyCell","","kvalda@gmail.com","StudentRecords.xlsx","Sheet1","E37","","","","","kvalda@gmail.com","","","","","",""
"36","2019-10-21T00:56:40.505Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","kvalda@gmail.com","","","","","INPUT","text","Email","","","","","","",""
