"caseID","timeStamp","userID","targetApp","eventType","url","content","target.workbookName","target.sheetName","target.id","target.class","target.tagName","target.type","target.name","target.value","target.innerText","target.checked","target.href","target.option","target.title","target.innerHTML"
"4","2019-10-21T00:15:29.763Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","08-04-1987","","","","","",""
"4","2019-10-21T00:16:25.322Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"5","2019-10-21T00:16:42.399Z","vleno","Excel","copyCell","","20/06/1987","StudentRecords.xlsx","Sheet1","C6","","","","","20/06/1987","","","","","",""
"5","2019-10-21T00:16:43.946Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","20/06/1987","","","Date-date","","INPUT","text","date","","","","","","",""
"5","2019-10-21T00:16:47.334Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","20-06-1987","","","","","",""
"5","2019-10-21T00:17:40.080Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"6","2019-10-21T00:17:59.472Z","vleno","Excel","copyCell","","01/08/1987","StudentRecords.xlsx","Sheet1","C7","","","","","01/08/1987","","","","","",""
"6","2019-10-21T00:18:01.705Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","01/08/1987","","","Date-date","","INPUT","text","date","","","","","","",""
"6","2019-10-21T00:18:05.318Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","01-08-1987","","","","","",""
"6","2019-10-21T00:18:53.930Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"7","2019-10-21T00:19:09.626Z","vleno","Excel","copyCell","","25/03/1989","StudentRecords.xlsx","Sheet1","C8","","","","","25/03/1989","","","","","",""
"7","2019-10-21T00:19:11.377Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","25/03/1989","","","Date-date","","INPUT","text","date","","","","","","",""
"7","2019-10-21T00:19:14.766Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","25-03-1989","","","","","",""
"7","2019-10-21T00:20:04.147Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"8","2019-10-21T00:20:19.258Z","vleno","Excel","copyCell","","22/07/1989","StudentRecords.xlsx","Sheet1","C9","","","","","22/07/1989","","","","","",""
"8","2019-10-21T00:20:20.609Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","22/07/1989","","","Date-date","","INPUT","text","date","","","","","","",""
"8","2019-10-21T00:20:23.930Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","22-07-1989","","","","","",""
"8","2019-10-21T00:21:17.165Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"9","2019-10-21T00:21:38.083Z","vleno","Excel","copyCell","","12/07/1990","StudentRecords.xlsx","Sheet1","C10","","","","","12/07/1990","","","","","",""
"9","2019-10-21T00:21:39.609Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","12/07/1990","","","Date-date","","INPUT","text","date","","","","","","",""
"9","2019-10-21T00:21:42.863Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","12-07-1990","","","","","",""
"9","2019-10-21T00:22:44.002Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"10","2019-10-21T00:22:59.632Z","vleno","Excel","copyCell","","28/03/1992","StudentRecords.xlsx","Sheet1","C11","","","","","28/03/1992","","","","","",""
"10","2019-10-21T00:23:01.259Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","28/03/1992","","","Date-date","","INPUT","text","date","","","","","","",""
"10","2019-10-21T00:23:04.979Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","28-03-1992","","","","","",""
"10","2019-10-21T00:24:03.341Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"20","2019-10-21T00:35:11.001Z","vleno","Excel","copyCell","","02/12/1989","StudentRecords.xlsx","Sheet1","C21","","","","","02/12/1989","","","","","",""
"20","2019-10-21T00:35:12.393Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","02/12/1989","","","Date-date","","INPUT","text","date","","","","","","",""
"20","2019-10-21T00:35:15.858Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","02-12-1989","","","","","",""
"20","2019-10-21T00:36:01.106Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"30","2019-10-21T00:48:01.728Z","vleno","Excel","copyCell","","30/10/1986","StudentRecords.xlsx","Sheet1","C31","","","","","30/10/1986","","","","","",""
"30","2019-10-21T00:48:03.234Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","30/10/1986","","","Date-date","","INPUT","text","date","","","","","","",""
"30","2019-10-21T00:48:06.623Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","30-10-1986","","","","","",""
"30","2019-10-21T00:48:59.622Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"40","2019-10-21T01:01:03.379Z","vleno","Excel","copyCell","","18/08/1992","StudentRecords.xlsx","Sheet1","C41","","","","","18/08/1992","","","","","",""
"40","2019-10-21T01:01:06.898Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","18/08/1992","","","Date-date","","INPUT","text","date","","","","","","",""
"40","2019-10-21T01:01:10.237Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","18-08-1992","","","","","",""
"40","2019-10-21T01:02:20.728Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"50","2019-10-21T01:13:18.863Z","vleno","Excel","copyCell","","10/04/2000","StudentRecords.xlsx","Sheet1","C51","","","","","10/04/2000","","","","","",""
"50","2019-10-21T01:13:20.618Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","10/04/2000","","","Date-date","","INPUT","text","date","","","","","","",""
"50","2019-10-21T01:13:24.311Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","10-04-2000","","","","","",""
"50","2019-10-21T01:14:16.018Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"11","2019-10-21T00:24:21.925Z","vleno","Excel","copyCell","","04/08/1994","StudentRecords.xlsx","Sheet1","C12","","","","","04/08/1994","","","","","",""
"11","2019-10-21T00:24:23.340Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","04/08/1994","","","Date-date","","INPUT","text","date","","","","","","",""
"11","2019-10-21T00:24:26.598Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","04-08-1994","","","","","",""
"11","2019-10-21T00:25:20.367Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"21","2019-10-21T00:36:23.391Z","vleno","Excel","copyCell","","14/04/1999","StudentRecords.xlsx","Sheet1","C22","","","","","14/04/1999","","","","","",""
"21","2019-10-21T00:36:24.890Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","14/04/1999","","","Date-date","","INPUT","text","date","","","","","","",""
"21","2019-10-21T00:36:28.439Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","14-04-1999","","","","","",""
"21","2019-10-21T00:37:21.355Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"31","2019-10-21T00:49:15.954Z","vleno","Excel","copyCell","","08/08/1987","StudentRecords.xlsx","Sheet1","C32","","","","","08/08/1987","","","","","",""
"31","2019-10-21T00:49:17.483Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","08/08/1987","","","Date-date","","INPUT","text","date","","","","","","",""
"31","2019-10-21T00:49:20.878Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","08-08-1987","","","","","",""
"31","2019-10-21T00:50:15.585Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"41","2019-10-21T01:02:42.679Z","vleno","Excel","copyCell","","05/12/1992","StudentRecords.xlsx","Sheet1","C42","","","","","05/12/1992","","","","","",""
"41","2019-10-21T01:02:44.444Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","05/12/1992","","","Date-date","","INPUT","text","date","","","","","","",""
"41","2019-10-21T01:02:48.264Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","05-12-1992","","","","","",""
"41","2019-10-21T01:03:40.080Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"12","2019-10-21T00:25:36.109Z","vleno","Excel","copyCell","","23/08/1994","StudentRecords.xlsx","Sheet1","C13","","","","","23/08/1994","","","","","",""
"12","2019-10-21T00:25:37.993Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","23/08/1994","","","Date-date","","INPUT","text","date","","","","","","",""
"12","2019-10-21T00:25:41.506Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","23-08-1994","","","","","",""
"12","2019-10-21T00:26:31.472Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"22","2019-10-21T00:37:44.932Z","vleno","Excel","copyCell","","10/03/2001","StudentRecords.xlsx","Sheet1","C23","","","","","10/03/2001","","","","","",""
"22","2019-10-21T00:37:46.561Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","10/03/2001","","","Date-date","","INPUT","text","date","","","","","","",""
"22","2019-10-21T00:37:50.071Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","10-03-2001","","","","","",""
"22","2019-10-21T00:38:43.467Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"32","2019-10-21T00:50:32.453Z","vleno","Excel","copyCell","","09/11/1987","StudentRecords.xlsx","Sheet1","C33","","","","","09/11/1987","","","","","",""
"32","2019-10-21T00:50:34.154Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","09/11/1987","","","Date-date","","INPUT","text","date","","","","","","",""
"32","2019-10-21T00:50:37.703Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","09-11-1987","","","","","",""
"32","2019-10-21T00:51:25.403Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"42","2019-10-21T01:03:56.585Z","vleno","Excel","copyCell","","11/07/1993","StudentRecords.xlsx","Sheet1","C43","","","","","11/07/1993","","","","","",""
"42","2019-10-21T01:03:58.009Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","11/07/1993","","","Date-date","","INPUT","text","date","","","","","","",""
"42","2019-10-21T01:04:01.680Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","11-07-1993","","","","","",""
"42","2019-10-21T01:05:05.297Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"13","2019-10-21T00:26:46.733Z","vleno","Excel","copyCell","","17/10/1994","StudentRecords.xlsx","Sheet1","C14","","","","","17/10/1994","","","","","",""
"13","2019-10-21T00:26:48.513Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","17/10/1994","","","Date-date","","INPUT","text","date","","","","","","",""
"13","2019-10-21T00:26:52.127Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","17-10-1994","","","","","",""
"13","2019-10-21T00:27:41.195Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"23","2019-10-21T00:39:01.166Z","vleno","Excel","copyCell","","11/04/2000","StudentRecords.xlsx","Sheet1","C24","","","","","11/04/2000","","","","","",""
"23","2019-10-21T00:39:02.921Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","11/04/2000","","","Date-date","","INPUT","text","date","","","","","","",""
"23","2019-10-21T00:39:06.222Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","11-04-2000","","","","","",""
"23","2019-10-21T00:40:09.069Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"33","2019-10-21T00:51:42.758Z","vleno","Excel","copyCell","","26/02/1988","StudentRecords.xlsx","Sheet1","C34","","","","","26/02/1988","","","","","",""
"33","2019-10-21T00:51:44.073Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","26/02/1988","","","Date-date","","INPUT","text","date","","","","","","",""
"33","2019-10-21T00:51:47.380Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","26-02-1988","","","","","",""
"33","2019-10-21T00:52:33.458Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"43","2019-10-21T01:05:22.433Z","vleno","Excel","copyCell","","31/07/1993","StudentRecords.xlsx","Sheet1","C44","","","","","31/07/1993","","","","","",""
"43","2019-10-21T01:05:24.102Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","31/07/1993","","","Date-date","","INPUT","text","date","","","","","","",""
"43","2019-10-21T01:05:27.574Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","31-07-1993","","","","","",""
"43","2019-10-21T01:06:15.953Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"14","2019-10-21T00:27:55.220Z","vleno","Excel","copyCell","","19/06/1995","StudentRecords.xlsx","Sheet1","C15","","","","","19/06/1995","","","","","",""
"14","2019-10-21T00:27:56.944Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","19/06/1995","","","Date-date","","INPUT","text","date","","","","","","",""
"14","2019-10-21T00:28:00.907Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","19-06-1995","","","","","",""
"14","2019-10-21T00:28:47.783Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"24","2019-10-21T00:40:31.863Z","vleno","Excel","copyCell","","06/10/1996","StudentRecords.xlsx","Sheet1","C25","","","","","06/10/1996","","","","","",""
"24","2019-10-21T00:40:34.032Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","06/10/1996","","","Date-date","","INPUT","text","date","","","","","","",""
"24","2019-10-21T00:40:37.467Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","06-10-1996","","","","","",""
"24","2019-10-21T00:41:23.268Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"34","2019-10-21T00:52:50.908Z","vleno","Excel","copyCell","","18/04/1988","StudentRecords.xlsx","Sheet1","C35","","","","","18/04/1988","","","","","",""
"34","2019-10-21T00:52:52.834Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","18/04/1988","","","Date-date","","INPUT","text","date","","","","","","",""
"34","2019-10-21T00:52:56.429Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","18-04-1988","","","","","",""
"34","2019-10-21T00:53:47.477Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"44","2019-10-21T01:06:35.172Z","vleno","Excel","copyCell","","06/04/1994","StudentRecords.xlsx","Sheet1","C45","","","","","06/04/1994","","","","","",""
"44","2019-10-21T01:06:36.571Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","06/04/1994","","","Date-date","","INPUT","text","date","","","","","","",""
"44","2019-10-21T01:06:40.116Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","06-04-1994","","","","","",""
"44","2019-10-21T01:07:25.224Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"15","2019-10-21T00:29:02.572Z","vleno","Excel","copyCell","","07/09/1997","StudentRecords.xlsx","Sheet1","C16","","","","","07/09/1997","","","","","",""
"15","2019-10-21T00:29:04.505Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","07/09/1997","","","Date-date","","INPUT","text","date","","","","","","",""
"15","2019-10-21T00:29:07.670Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","07-09-1997","","","","","",""
"15","2019-10-21T00:30:02.803Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"25","2019-10-21T00:41:42.234Z","vleno","Excel","copyCell","","28/12/1994","StudentRecords.xlsx","Sheet1","C26","","","","","28/12/1994","","","","","",""
"25","2019-10-21T00:41:43.938Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","28/12/1994","","","Date-date","","INPUT","text","date","","","","","","",""
"25","2019-10-21T00:41:47.543Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","28-12-1994","","","","","",""
"25","2019-10-21T00:42:34.634Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"35","2019-10-21T00:54:53.812Z","vleno","Excel","copyCell","","18/11/1988","StudentRecords.xlsx","Sheet1","C36","","","","","18/11/1988","","","","","",""
"35","2019-10-21T00:54:55.666Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","18/11/1988","","","Date-date","","INPUT","text","date","","","","","","",""
"35","2019-10-21T00:54:59.295Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","18-11-1988","","","","","",""
"35","2019-10-21T00:55:50.004Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"45","2019-10-21T01:07:41.740Z","vleno","Excel","copyCell","","26/01/1996","StudentRecords.xlsx","Sheet1","C46","","","","","26/01/1996","","","","","",""
"45","2019-10-21T01:07:43.426Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","26/01/1996","","","Date-date","","INPUT","text","date","","","","","","",""
"45","2019-10-21T01:07:46.828Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","26-01-1996","","","","","",""
"45","2019-10-21T01:08:28.911Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"16","2019-10-21T00:30:20.068Z","vleno","Excel","copyCell","","31/01/1998","StudentRecords.xlsx","Sheet1","C17","","","","","31/01/1998","","","","","",""
"16","2019-10-21T00:30:21.521Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","31/01/1998","","","Date-date","","INPUT","text","date","","","","","","",""
"16","2019-10-21T00:30:24.795Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","31-01-1998","","","","","",""
"16","2019-10-21T00:31:12.608Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"26","2019-10-21T00:42:51.827Z","vleno","Excel","copyCell","","12/04/1995","StudentRecords.xlsx","Sheet1","C27","","","","","12/04/1995","","","","","",""
"26","2019-10-21T00:42:53.969Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","12/04/1995","","","Date-date","","INPUT","text","date","","","","","","",""
"26","2019-10-21T00:42:57.673Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","12-04-1995","","","","","",""
"26","2019-10-21T00:43:47.095Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"36","2019-10-21T00:56:22.007Z","vleno","Excel","copyCell","","16/12/1990","StudentRecords.xlsx","Sheet1","C37","","","","","16/12/1990","","","","","",""
"36","2019-10-21T00:56:24.161Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","16/12/1990","","","Date-date","","INPUT","text","date","","","","","","",""
"36","2019-10-21T00:56:27.594Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","Date-date","","INPUT","text","date","16-12-1990","","","","","",""
"36","2019-10-21T00:57:19.294Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"46","2019-10-21T01:08:44.362Z","vleno","Excel","copyCell","","03/11/1994","StudentRecords.xlsx","Sheet1","C47","","","","","03/11/1994","","","","","",""
"46","2019-10-21T01:08:46.233Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","03/11/1994","","","Date-date","","INPUT","text","date","","","","","","",""
